ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0062207,regulation of pattern recognition receptor signaling pathway,11/742,21/1817,0.523809524,1.282697985,1.082268047,0.194332971,0.572004541,0.512028125,Q07021/O00571/P11142/Q7Z434/P78527/Q14671/P62258/Q15366/P09874/P31150/Q01804,11
BP,GO:2000781,positive regulation of double-strand break repair,11/742,21/1817,0.523809524,1.282697985,1.082268047,0.194332971,0.572004541,0.512028125,Q7Z4V5/Q9Y230/P35637/O60934/Q92785/P07954/P78527/P09874/O96019/Q8TAQ2/Q92922,11
BP,GO:2001243,negative regulation of intrinsic apoptotic signaling pathway,11/742,21/1817,0.523809524,1.282697985,1.082268047,0.194332971,0.572004541,0.512028125,P06733/O00571/P63244/Q8N163/P55957/P16989/Q12931/P62937/Q9Y4L1/Q15233/Q9Y6Y0,11
BP,GO:0098657,import into cell,39/742,85/1817,0.458823529,1.123561123,0.969109848,0.195480943,0.57450506,0.514266457,P25098/P63244/P11142/P05023/P27797/Q14677/Q9Y6I3/Q14C86/Q9UBC2/P11717/Q9H4M9/Q13153/P27824/P63010/P35579/P61978/P30533/Q9Y5X1/P63261/O43747/Q9NT62/Q7Z3T8/Q13492/P60953/Q9ULF5/P51149/P02786/P50570/Q00610/P09497/P07814/Q6P3W7/P08195/Q14247/Q08209/Q8NBU5/Q9UJU6/Q9Y5X3/Q06787,39
CC,GO:0005811,lipid droplet,7/762,13/1854,0.538461538,1.310115082,0.937068946,0.254081795,0.577558108,0.496952719,P55072/Q9H4M9/P04406/O60664/P60604/P51149/Q8NF37,7
CC,GO:0032279,asymmetric synapse,22/762,47/1854,0.468085106,1.138884235,0.80542792,0.254709615,0.577558108,0.496952719,Q14103/Q01082/P11142/P05023/P60228/Q14152/Q04917/Q96QK1/P19022/Q9BTT0/Q99996/Q4VCS5/P05388/Q9UEY8/Q15366/O95197/P50570/P46821/O60716/Q9UJU6/Q06787/Q13177,22
CC,GO:0032993,protein-DNA complex,22/762,47/1854,0.468085106,1.138884235,0.80542792,0.254709615,0.577558108,0.496952719,P62805/Q99459/Q9Y230/P13010/P33993/P27694/P33991/Q5VT52/P78527/P06748/P12004/P52434/P09874/O96019/P07305/P12956/P25205/Q99549/P08047/Q9BRT9/Q8IUE6/P52655,22
BP,GO:0001666,response to hypoxia,19/742,39/1817,0.487179487,1.192998825,1.011991193,0.197685395,0.578334932,0.517694756,P06733/P00558/P30566/P14625/O00469/P21964/P02545/O00151/P04040/P22415/Q8WVM8/P07237/P30519/Q9Y4L1/Q92597/P02786/Q96A26/Q96HE7/O95831,19
BP,GO:0036293,response to decreased oxygen levels,19/742,39/1817,0.487179487,1.192998825,1.011991193,0.197685395,0.578334932,0.517694756,P06733/P00558/P30566/P14625/O00469/P21964/P02545/O00151/P04040/P22415/Q8WVM8/P07237/P30519/Q9Y4L1/Q92597/P02786/Q96A26/Q96HE7/O95831,19
BP,GO:0048729,tissue morphogenesis,19/742,39/1817,0.487179487,1.192998825,1.011991193,0.197685395,0.578334932,0.517694756,Q99966/P21333/P68133/O14641/Q13153/P08648/P50552/P15924/Q9Y696/P63261/P07737/Q96AC1/Q13263/P60953/Q12849/P62081/Q8IZ21/O75083/P11586,19
BP,GO:0000380,"alternative mRNA splicing, via spliceosome",15/742,30/1817,0.5,1.224393531,1.02935298,0.199047588,0.578801522,0.518112422,P23246/P17844/P26599/Q92879/Q1KMD3/Q9Y3F4/P52272/Q9H0G5/Q9BWF3/O95319/Q07955/Q00839/Q13242/O60828/Q06787,15
BP,GO:0045739,positive regulation of DNA repair,15/742,30/1817,0.5,1.224393531,1.02935298,0.199047588,0.578801522,0.518112422,Q7Z4V5/Q9Y230/P35637/O60934/Q92785/P07954/P78527/Q9Y5K5/P12004/Q13263/P09874/O96019/P25490/Q8TAQ2/Q92922,15
BP,GO:0051348,negative regulation of transferase activity,15/742,30/1817,0.5,1.224393531,1.02935298,0.199047588,0.578801522,0.518112422,P09936/P09211/Q14240/P37198/P06748/Q9BRG1/O95373/P62937/O00410/P62081/Q00839/P46777/P23381/Q9UHD1/Q13177,15
BP,GO:0098876,vesicle-mediated transport to the plasma membrane,15/742,30/1817,0.5,1.224393531,1.02935298,0.199047588,0.578801522,0.518112422,Q01082/P63244/Q4J6C6/Q86Y82/Q9H4M9/Q13439/Q96QK1/Q8N668/Q4V328/Q15907/Q5VIR6/O15027/O95219/Q15904/P51149,15
BP,GO:0019953,sexual reproduction,50/742,111/1817,0.45045045,1.103057235,0.930692267,0.202474656,0.587104699,0.525544985,Q9P0K7/O00571/P09936/P62826/P27797/P63167/P50990/Q99832/Q14157/O60934/P49368/Q9BQA1/P27694/Q9UNM6/P16989/P11717/P17987/P78371/Q92879/P35579/Q9Y277/Q16531/P62877/P82094/Q9UQE7/P61158/Q9NTJ3/Q9H0D6/Q9Y696/Q9P0K8/P46379/Q14671/Q13263/Q9Y5A9/P48643/Q96PU8/Q15003/Q14320/Q15102/P49959/P46109/P09661/Q9H2U1/P25490/P68402/P54727/P49711/O43432/O95394/P43246,50
BP,GO:0007610,behavior,22/742,46/1817,0.47826087,1.17115903,0.97661883,0.204003866,0.587104699,0.525544985,Q04637/P09936/P10253/Q14203/P21964/Q6Y7W6/Q96QK1/P08648/Q9Y277/Q14671/Q13492/P09874/O75844/P48444/Q16595/P06280/Q5M775/A0AVT1/O94925/Q8NBU5/P38919/Q96K19,22
BP,GO:0043254,regulation of protein-containing complex assembly,38/742,83/1817,0.457831325,1.121131426,0.938268145,0.204384524,0.587104699,0.525544985,P35080/P55072/Q13813/P07900/Q01082/Q04637/O00571/P63244/P11142/Q9Y371/Q16658/Q14203/P55957/Q9H3Q1/Q7Z434/P58546/Q13153/Q02790/Q96QK1/Q99996/P50552/P11021/Q9Y5X1/P50542/P16949/O15027/P07737/Q96AC1/Q9UEY8/P60953/P02786/Q14247/P46821/Q8WVY7/Q9UNN5/P23381/Q9NR31/Q13045,38
BP,GO:2000145,regulation of cell motility,38/742,83/1817,0.457831325,1.121131426,0.938268145,0.204384524,0.587104699,0.525544985,P35080/Q07021/P21333/P63244/P11142/P27797/O43707/P63279/P35221/Q5JRA6/Q9Y263/P02545/Q13153/P08648/P25705/Q96N67/P11021/Q5VTR2/Q4VCS5/Q99986/Q9Y696/P63261/P16949/Q8TCZ2/Q13630/Q00013/P06576/P07737/Q96AC1/P60953/Q02952/P46109/O60271/P08047/Q14790/Q16513/Q08209/Q12846,38
BP,GO:0040007,growth,41/742,90/1817,0.455555556,1.11555855,0.933969758,0.204402519,0.587104699,0.525544985,P06733/Q7Z4V5/O75312/Q04637/O00571/P63244/P04818/Q8N163/Q8TCS8/O60934/P16989/P58546/P21964/Q9Y263/Q6Y7W6/Q13439/P29401/P35232/P46940/P29373/Q6IAA8/P50542/Q9Y696/Q13263/P61201/P60953/O75844/P46109/P50570/Q7Z6E9/Q16595/O60271/P31150/P25490/Q15149/Q14247/Q9BRT9/P46821/Q08209/P51812/P11413,41
BP,GO:0002790,peptide secretion,10/742,19/1817,0.526315789,1.288835296,1.051206076,0.205957656,0.587104699,0.525544985,Q13148/P63167/O43768/P30626/Q15907/Q9BWF3/Q08209/Q12904/Q12846/Q6ZWJ1,10
BP,GO:0007596,blood coagulation,10/742,19/1817,0.526315789,1.288835296,1.051206076,0.205957656,0.587104699,0.525544985,P21333/Q9Y490/P22415/P35579/P30101/O00299/P63261/P62937/Q13310/P06280,10
BP,GO:0015833,peptide transport,10/742,19/1817,0.526315789,1.288835296,1.051206076,0.205957656,0.587104699,0.525544985,Q13148/P63167/O43768/P30626/Q15907/Q9BWF3/Q08209/Q12904/Q12846/Q6ZWJ1,10
BP,GO:0030072,peptide hormone secretion,10/742,19/1817,0.526315789,1.288835296,1.051206076,0.205957656,0.587104699,0.525544985,Q13148/P63167/O43768/P30626/Q15907/Q9BWF3/Q08209/Q12904/Q12846/Q6ZWJ1,10
BP,GO:0030178,negative regulation of Wnt signaling pathway,10/742,19/1817,0.526315789,1.288835296,1.051206076,0.205957656,0.587104699,0.525544985,Q99966/P63244/Q9Y230/P19022/P62877/Q96G74/P50402/Q6P3W7/Q96C57/O60716,10
BP,GO:0035195,miRNA-mediated post-transcriptional gene silencing,10/742,19/1817,0.526315789,1.288835296,1.051206076,0.205957656,0.587104699,0.525544985,Q9UPQ9/Q04637/P62826/Q15717/Q13546/Q9BWF3/Q14671/O75844/A5YKK6/Q06787,10
BP,GO:0046883,regulation of hormone secretion,10/742,19/1817,0.526315789,1.288835296,1.051206076,0.205957656,0.587104699,0.525544985,Q13148/P63167/O43768/P30626/P82094/O95219/Q08209/Q12904/Q12846/Q6ZWJ1,10
BP,GO:0050817,coagulation,10/742,19/1817,0.526315789,1.288835296,1.051206076,0.205957656,0.587104699,0.525544985,P21333/Q9Y490/P22415/P35579/P30101/O00299/P63261/P62937/Q13310/P06280,10
BP,GO:0032446,protein modification by small protein conjugation,55/742,123/1817,0.447154472,1.094986085,0.906173759,0.208107644,0.587104699,0.525544985,P55072/Q86WB0/P07900/O00571/P63244/P48506/O94874/P49459/P63279/Q9UBT2/O60934/Q9BQA1/P22314/Q9Y263/Q8WVD3/Q9NR09/P49069/Q13620/Q9Y5A7/Q7Z6Z7/P11021/Q8N668/Q13951/Q16531/Q16763/O95071/P62877/P63208/P61086/Q5VTR2/Q92905/P26368/Q93009/Q9BVP2/Q9UBW8/P15374/P46060/Q9NVI1/Q9NT62/P62937/Q13263/P61201/P49792/P60604/Q9C0C9/Q9ULT8/P62081/Q7Z6E9/Q9Y6Y0/A0AVT1/P46777/Q9UBE0/Q13438/Q96K19/P68036,55
BP,GO:0000245,spliceosomal complex assembly,18/742,37/1817,0.486486486,1.191301814,0.976485034,0.208764881,0.587104699,0.525544985,P62318/O94906/Q15393/Q15637/Q92879/Q15427/P26368/P16383/Q15459/Q9ULR0/Q12874/O95319/Q07955/P09661/O75643/Q13242/P62314/Q92499,18
BP,GO:0019079,viral genome replication,18/742,37/1817,0.486486486,1.191301814,0.976485034,0.208764881,0.587104699,0.525544985,P55072/P25098/O00571/P11142/P17844/P11940/Q9UK61/Q7Z434/P35232/Q16531/Q9P0L0/P62937/Q13263/Q15366/Q99549/Q16513/Q12906/Q06787,18
BP,GO:0044087,regulation of cellular component biogenesis,63/742,142/1817,0.443661972,1.086433697,0.89099547,0.210744615,0.587104699,0.525544985,P35080/P12270/P55072/Q13813/P07900/Q01082/P21333/Q04637/O00571/P63244/P11142/Q9Y371/Q16658/P13010/Q9UK61/Q14157/Q14203/Q9Y490/P55957/Q9H3Q1/P37198/Q7Z434/P58546/Q13153/Q02790/Q96QK1/Q99996/P50552/Q8WVM8/P06748/P11021/P61158/Q4VCS5/Q9Y5X1/P50542/P63261/P16949/P27816/Q8WUM4/O15027/O95219/P07737/Q9NT62/Q96AC1/Q9UEY8/Q13263/P60953/P51149/P02786/Q99549/Q00839/Q14247/A5YKK6/P46821/Q8WVY7/Q14694/Q9UNN5/P23381/Q06787/Q14204/Q9NR31/Q13045/Q13177,63
BP,GO:0000018,regulation of DNA recombination,14/742,28/1817,0.5,1.224393531,0.993893432,0.210747713,0.587104699,0.525544985,Q7Z4V5/Q07021/Q9Y230/P35637/O60934/P52292/Q5RKV6/P60510/P09874/P49959/O96019/P07305/P02786/P43246,14
BP,GO:0002699,positive regulation of immune effector process,14/742,28/1817,0.5,1.224393531,0.993893432,0.210747713,0.587104699,0.525544985,P10321/P10809/P11142/Q7Z434/P35232/O43747/O95219/Q5RKV6/P02786/Q9H2U1/Q9NR30/Q12846/Q92499/P43246,14
BP,GO:0010959,regulation of metal ion transport,14/742,28/1817,0.5,1.224393531,0.993893432,0.210747713,0.587104699,0.525544985,P21333/P05023/O43707/P33176/Q04917/Q99996/Q14BN4/Q8N668/P30626/Q09666/P62258/Q08209/P11413/Q06787,14
BP,GO:0022604,regulation of cell morphogenesis,14/742,28/1817,0.5,1.224393531,0.993893432,0.210747713,0.587104699,0.525544985,Q71RC2/O14641/Q9H3Q1/Q9Y263/P78527/O75400/P35579/Q96AC1/O75844/Q9H2U1/O60271/O75083/Q9UEE9/P35580,14
BP,GO:0030100,regulation of endocytosis,14/742,28/1817,0.5,1.224393531,0.993893432,0.210747713,0.587104699,0.525544985,P63244/P11142/P27797/P61978/P30533/Q9Y5X1/P63261/Q9NT62/Q7Z3T8/Q13492/P60953/Q08209/Q8NBU5/Q06787,14
BP,GO:0034765,regulation of monoatomic ion transmembrane transport,14/742,28/1817,0.5,1.224393531,0.993893432,0.210747713,0.587104699,0.525544985,P21333/P27348/O43707/Q13546/Q04917/Q99996/Q14BN4/Q8N668/P30626/Q09666/P62258/Q08209/P11413/Q06787,14
BP,GO:0042063,gliogenesis,14/742,28/1817,0.5,1.224393531,0.993893432,0.210747713,0.587104699,0.525544985,Q13144/O94874/O60883/P08670/P19022/Q13620/O43175/Q92597/Q07955/Q96PU8/P46109/Q15149/O14744/O75083,14
BP,GO:0043410,positive regulation of MAPK cascade,14/742,28/1817,0.5,1.224393531,0.993893432,0.210747713,0.587104699,0.525544985,Q13546/O14641/O60883/Q13153/P35232/P19022/P46940/Q6IAA8/Q96AC1/P62937/P60953/Q02952/P46109/O60271,14
BP,GO:0048638,regulation of developmental growth,14/742,28/1817,0.5,1.224393531,0.993893432,0.210747713,0.587104699,0.525544985,P16989/Q9Y263/Q13439/P29373/P50542/O75844/P50570/Q16595/O60271/P31150/P25490/Q14247/P46821/P11413,14
BP,GO:0051650,establishment of vesicle localization,14/742,28/1817,0.5,1.224393531,0.993893432,0.210747713,0.587104699,0.525544985,O43707/P33176/Q14203/Q658Y4/Q92905/Q15907/O43747/Q8WUM4/O15027/Q13492/P51149/P50570/Q13561/Q9NR31,14
BP,GO:1903900,regulation of viral life cycle,14/742,28/1817,0.5,1.224393531,0.993893432,0.210747713,0.587104699,0.525544985,O00571/P17844/P11940/Q9UK61/Q7Z434/P52292/Q16531/P07237/P62937/Q13263/Q99549/Q16513/Q12906/Q06787,14
BP,GO:2000779,regulation of double-strand break repair,14/742,28/1817,0.5,1.224393531,0.993893432,0.210747713,0.587104699,0.525544985,Q7Z4V5/Q07021/Q9Y230/P35637/O60934/Q92785/P07954/P78527/P60510/P09874/P49959/O96019/Q8TAQ2/Q92922,14
BP,GO:0031344,regulation of cell projection organization,31/742,67/1817,0.462686567,1.133020879,0.921496806,0.212590799,0.59137407,0.5293667,P35080/P07900/P21333/Q16658/O43306/O14641/Q9H3Q1/P08670/Q04917/Q9H4M9/Q13153/Q13439/Q02790/Q96QK1/P29373/P61158/O43847/P07196/P27816/P07737/Q9NT62/P60953/P46109/Q9H2U1/P31150/P06280/P46821/Q08209/O60828/Q06787/Q13177,31
BP,GO:0001775,cell activation,43/742,95/1817,0.452631579,1.108398354,0.901412468,0.212894665,0.59137407,0.5293667,P17812/P21333/P10809/P48506/O94874/O60934/Q9Y490/P55957/Q06830/P35232/P78527/P35579/Q13951/P62877/P30101/O00299/P63261/Q9UJZ1/O43747/O95219/P46379/Q5RKV6/P62937/P78318/P12268/Q92597/Q9ULF5/O96019/O43290/Q02952/P12956/P02786/P25490/Q14790/P06280/P04440/Q8TAQ2/Q08209/O14744/Q12846/Q99584/P43246/Q92922,43
BP,GO:0010639,negative regulation of organelle organization,34/742,74/1817,0.459459459,1.12511838,0.912733353,0.213449845,0.59206189,0.5299824,P35080/P12270/Q13813/Q01082/P48506/Q96EA4/O60934/P58546/P02545/Q02790/Q9Y6G9/O75674/Q8WVM8/P06748/Q7Z5K2/Q7Z6Z7/Q9H900/O43670/P16949/P27816/Q13123/P07737/Q9UHB6/Q9UEY8/P09874/P51149/P60983/P02786/Q00839/Q16595/P46821/Q14694/Q13045/Q13177,34
BP,GO:0006289,nucleotide-excision repair,9/742,17/1817,0.529411765,1.29641668,1.019873927,0.21860718,0.598081503,0.535370838,P27694/Q92785/Q8N668/Q16531/Q93009/O96019/Q8TAQ2/P54727/Q92922,9
BP,GO:0031345,negative regulation of cell projection organization,9/742,17/1817,0.529411765,1.29641668,1.019873927,0.21860718,0.598081503,0.535370838,P35080/P21333/O43306/P08670/Q04917/Q02790/P27816/P31150/Q08209,9
BP,GO:0032409,regulation of transporter activity,9/742,17/1817,0.529411765,1.29641668,1.019873927,0.21860718,0.598081503,0.535370838,O43707/Q13546/Q04917/Q99996/Q14BN4/P30626/Q09666/P62258/Q06787,9
BP,GO:0032456,endocytic recycling,9/742,17/1817,0.529411765,1.29641668,1.019873927,0.21860718,0.598081503,0.535370838,Q86Y82/Q9H4M9/Q96QK1/Q4V328/Q15907/Q5VIR6/O95219/Q15904/P51149,9
BP,GO:0033143,regulation of intracellular steroid hormone receptor signaling pathway,9/742,17/1817,0.529411765,1.29641668,1.019873927,0.21860718,0.598081503,0.535370838,O94874/P27797/P17844/Q13153/P35232/P09874/A5YKK6/Q9BTK6/Q14151,9
BP,GO:0043280,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,9/742,17/1817,0.529411765,1.29641668,1.019873927,0.21860718,0.598081503,0.535370838,P55072/P10809/O00571/P07339/P63244/P61604/Q9NR28/Q96A26/O95831,9
BP,GO:0045471,response to ethanol,9/742,17/1817,0.529411765,1.29641668,1.019873927,0.21860718,0.598081503,0.535370838,Q04637/P11142/P04818/P04040/P25705/P00505/Q9BRK5/Q14790/P11413,9
BP,GO:0002252,immune effector process,24/742,51/1817,0.470588235,1.152370382,0.916739486,0.219037641,0.598081503,0.535370838,P10321/Q07021/P10809/O94874/P11142/P33176/O60934/Q7Z434/Q06830/Q13153/P35232/O43747/O95219/Q5RKV6/P02786/Q9H2U1/Q15149/Q9NR30/O75083/Q12846/Q99584/Q92499/P43246/P07437,24
BP,GO:0009611,response to wounding,24/742,51/1817,0.470588235,1.152370382,0.916739486,0.219037641,0.598081503,0.535370838,P21333/Q96AY3/P35221/Q5JRA6/Q9Y490/P21964/Q13153/P22415/P08648/P35579/P15924/P30101/O00299/P07196/P63261/P46060/Q09666/Q96AC1/P62937/Q13310/P06280/Q15149/P46821/Q08209,24
BP,GO:0009615,response to virus,24/742,51/1817,0.470588235,1.152370382,0.916739486,0.219037641,0.598081503,0.535370838,P06733/P07900/Q07021/O00571/P27797/Q7Z434/Q53F19/P35232/P26641/Q9UHR5/Q9NQT4/P16949/Q13263/P48643/Q15366/O75844/Q9H2U1/Q9Y6Y0/Q12906/Q9NR30/Q12904/O60828/Q92499/Q06787,24
BP,GO:0016049,cell growth,24/742,51/1817,0.470588235,1.152370382,0.916739486,0.219037641,0.598081503,0.535370838,P06733/Q7Z4V5/Q04637/O00571/P63244/Q8N163/P58546/Q9Y263/Q13439/P35232/P46940/P29373/Q6IAA8/P60953/P46109/P50570/Q16595/O60271/P31150/P25490/Q14247/P46821/P51812/P11413,24
BP,GO:0030900,forebrain development,17/742,35/1817,0.485714286,1.189410859,0.939811355,0.220645275,0.598228387,0.535502321,Q9NZI8/Q13144/P21333/P11142/P62826/O43776/P31939/P19022/Q9Y5K5/Q96N67/P50542/Q9H0D6/P07196/P62258/P46109/Q6P3W7/A0AVT1,17
BP,GO:0043122,regulation of canonical NF-kappaB signal transduction,17/742,35/1817,0.485714286,1.189410859,0.939811355,0.220645275,0.598228387,0.535502321,P21333/O94874/P09211/Q13546/P37198/Q7Z434/P04406/P62877/Q9P0L0/P09874/P02786/Q9H2U1/Q14790/Q9NR30/Q14694/Q99584/Q92499,17
BP,GO:0097191,extrinsic apoptotic signaling pathway,17/742,35/1817,0.485714286,1.189410859,0.939811355,0.220645275,0.598228387,0.535502321,O00571/P48506/P09211/P35221/Q13546/P55957/P02545/Q9NR09/P30101/Q9NR28/P61289/O95817/Q14790/Q14247/Q9UNN5/Q12846/Q13177,17
BP,GO:0099177,regulation of trans-synaptic signaling,17/742,35/1817,0.485714286,1.189410859,0.939811355,0.220645275,0.598228387,0.535502321,P35080/P33176/Q4J6C6/Q04917/Q96QK1/P07196/Q96A49/P07737/Q8NEJ9/O14908/Q02952/P46821/Q08209/Q8NBU5/Q12846/Q06787/P38919,17
BP,GO:2001242,regulation of intrinsic apoptotic signaling pathway,17/742,35/1817,0.485714286,1.189410859,0.939811355,0.220645275,0.598228387,0.535502321,P06733/O00571/P63244/P23246/Q8N163/P55957/P16989/P61978/Q12931/P07237/P62937/Q9Y4L1/P09874/Q9NYF8/Q15233/P62081/Q9Y6Y0,17
CC,GO:0099572,postsynaptic specialization,21/762,45/1854,0.466666667,1.135433071,0.768096128,0.267727231,0.599983365,0.516248253,Q14103/Q01082/P11142/P05023/P60228/Q14152/Q96QK1/P19022/Q9BTT0/Q99996/Q4VCS5/P05388/Q9UEY8/Q15366/O95197/P50570/P46821/O60716/Q9UJU6/Q06787/Q13177,21
CC,GO:0000781,"chromosome, telomeric region",24/762,52/1854,0.461538462,1.122955784,0.7510643,0.269995063,0.599983365,0.516248253,Q15185/Q96DT7/P62805/Q8WXI9/P13010/P33993/P22626/P05455/O60934/P27694/P33991/O14929/P78527/P12004/Q16531/Q96FV9/P09874/P49959/P12956/P25205/Q9H2U1/Q9NX24/Q86V81/P43246,24
CC,GO:0009897,external side of plasma membrane,6/762,11/1854,0.545454545,1.327129563,0.908777038,0.270775864,0.599983365,0.516248253,P10321/P27797/P08648/Q4VCS5/P07237/P02786,6
CC,GO:0000139,Golgi membrane,30/762,66/1854,0.454545455,1.105941303,0.73190952,0.271340791,0.599983365,0.516248253,P10321/Q9Y371/Q86Y82/P11717/Q13439/P52292/Q8WVM8/Q9Y678/Q7Z6Z7/P82094/Q10567/O43747/O15027/Q15904/Q9P0L0/P48739/P60953/Q9Y3B3/O95197/P48444/P50570/Q9H0V9/P04440/Q8TBA6/Q14789/Q9UJU6/P53367/Q8IUD2/Q8NF37/P61019,30
CC,GO:0005775,vacuolar lumen,17/762,36/1854,0.472222222,1.148950131,0.753700975,0.278093764,0.600699425,0.516864378,P55072/P07900/P07339/P11142/Q9Y5Z4/P50990/P10253/Q8NBS9/P78371/Q9UQ80/P46976/P06280/P07437/Q14204/O14773/Q99460/P53396,17
CC,GO:0005802,trans-Golgi network,17/762,36/1854,0.472222222,1.148950131,0.753700975,0.278093764,0.600699425,0.516864378,P21333/Q4J6C6/Q658Y4/P11717/Q13439/Q9NR09/Q9Y5X1/Q10567/Q5VIR6/O43747/Q9BWQ6/P28838/Q00610/P09497/P04440/P53367/Q12846,17
CC,GO:0031983,vesicle lumen,38/762,85/1854,0.447058824,1.087725799,0.691475433,0.280101417,0.600699425,0.516864378,P55072/Q13813/P07900/P20618/O00571/P07339/P11142/Q9Y5Z4/P09211/O43707/P13010/P50990/Q9UNM6/P13639/Q8NBS9/P14618/P04040/P78371/P51665/Q9UQ80/Q14974/Q7Z6Z7/P17980/P62937/P46976/P12268/P12956/Q12905/P06737/P06280/P68402/Q13200/Q9UJU6/P09972/P07437/Q14204/Q99460/P53396,38
CC,GO:0034774,secretory granule lumen,38/762,85/1854,0.447058824,1.087725799,0.691475433,0.280101417,0.600699425,0.516864378,P55072/Q13813/P07900/P20618/O00571/P07339/P11142/Q9Y5Z4/P09211/O43707/P13010/P50990/Q9UNM6/P13639/Q8NBS9/P14618/P04040/P78371/P51665/Q9UQ80/Q14974/Q7Z6Z7/P17980/P62937/P46976/P12268/P12956/Q12905/P06737/P06280/P68402/Q13200/Q9UJU6/P09972/P07437/Q14204/Q99460/P53396,38
CC,GO:0060205,cytoplasmic vesicle lumen,38/762,85/1854,0.447058824,1.087725799,0.691475433,0.280101417,0.600699425,0.516864378,P55072/Q13813/P07900/P20618/O00571/P07339/P11142/Q9Y5Z4/P09211/O43707/P13010/P50990/Q9UNM6/P13639/Q8NBS9/P14618/P04040/P78371/P51665/Q9UQ80/Q14974/Q7Z6Z7/P17980/P62937/P46976/P12268/P12956/Q12905/P06737/P06280/P68402/Q13200/Q9UJU6/P09972/P07437/Q14204/Q99460/P53396,38
BP,GO:0002250,adaptive immune response,13/742,26/1817,0.5,1.224393531,0.957204775,0.223409033,0.600828836,0.537830105,P10321/Q07021/P10809/O94874/P11142/O60934/P35232/P30101/Q5RKV6/P02786/P04440/Q9UJU6/P43246,13
BP,GO:0002449,lymphocyte mediated immunity,13/742,26/1817,0.5,1.224393531,0.957204775,0.223409033,0.600828836,0.537830105,P10321/Q07021/P10809/O94874/P11142/P33176/O60934/Q06830/O43747/Q5RKV6/P02786/P43246/P07437,13
BP,GO:0010970,transport along microtubule,13/742,26/1817,0.5,1.224393531,0.957204775,0.223409033,0.600828836,0.537830105,P09936/P11142/P63167/P33176/Q9Y678/Q8TD16/P07196/P60953/O95817/Q00839/P46821/P42704/Q14204,13
BP,GO:0050708,regulation of protein secretion,13/742,26/1817,0.5,1.224393531,0.957204775,0.223409033,0.600828836,0.537830105,Q13148/P63167/O43768/Q96QK1/P30626/O95486/Q96KC8/P62937/Q08209/P53367/Q12846/Q6ZWJ1/P35580,13
BP,GO:2000116,regulation of cysteine-type endopeptidase activity,13/742,26/1817,0.5,1.224393531,0.957204775,0.223409033,0.600828836,0.537830105,P55072/P10809/O00571/P07339/P63244/P61604/P20810/Q9NR28/P78318/Q96A26/Q14790/O95831/Q13177,13
BP,GO:0055082,intracellular chemical homeostasis,33/742,72/1817,0.458333333,1.122360737,0.879966742,0.223477115,0.600828836,0.537830105,P21333/P63244/P48506/P05023/P27797/P09211/P63167/Q8IWX8/P14625/Q16891/P22415/Q01970/P30626/P08133/Q15907/Q9Y696/Q9UJZ1/O76003/P06576/Q9BWF3/Q15904/P62258/Q13492/Q9ULF5/P51149/P02786/O00244/Q16595/Q96HE7/O94925/Q08209/Q12846/Q6ZWJ1,33
MF,GO:0003743,translation initiation factor activity,16/762,29/1862,0.551724138,1.348176306,1.572429956,0.084395776,0.604549333,0.571099235,Q7L2H7/Q13144/Q04637/P60842/P60228/O60739/Q14152/Q14240/O60841/P41567/Q92905/Q13347/P23588/O75821/O15371/O43432,16
BP,GO:0007163,establishment or maintenance of cell polarity,20/742,42/1817,0.476190476,1.166089077,0.904528346,0.226772907,0.607145821,0.543484735,P63244/Q16658/Q96EA4/P35221/Q14203/P02545/O00151/P35579/Q96N67/P61158/Q4VCS5/Q9P287/Q9Y696/P27816/Q8WUM4/P60953/P46109/P46821/Q9UNZ2/O75083,20
BP,GO:0010817,regulation of hormone levels,20/742,42/1817,0.476190476,1.166089077,0.904528346,0.226772907,0.607145821,0.543484735,Q13148/P05023/P63167/O43768/P22307/P29373/P30626/P82094/Q15907/P07237/P10109/Q9BWF3/O95219/O75844/Q99714/P08195/Q08209/Q12904/Q12846/Q6ZWJ1,20
BP,GO:0071375,cellular response to peptide hormone stimulus,20/742,42/1817,0.476190476,1.166089077,0.904528346,0.226772907,0.607145821,0.543484735,P19338/P07339/P48506/O43306/P14618/P22415/P78527/P62877/O14654/P46060/Q96A49/Q9BWF3/P09874/P07814/P08047/P46821/Q08209/Q9Y5X3/Q6ZWJ1/Q92922,20
BP,GO:0043085,positive regulation of catalytic activity,41/742,91/1817,0.450549451,1.103299665,0.839759368,0.231739323,0.612133666,0.547949589,P55072/P07900/P10809/O00571/P07339/P63244/P63279/P13010/P61604/O60934/O14641/P22033/Q9Y263/Q13153/P46940/O75674/Q9NPI6/P12004/Q96N67/Q16763/P63208/Q9Y5X1/P46060/Q96A49/Q86U42/Q9NR28/Q96AC1/P62937/P49959/P61289/P12956/Q00839/P16435/Q96A26/Q16595/Q14790/Q8IZ21/O95831/Q12846/P43246/P68036,41
BP,GO:0008631,intrinsic apoptotic signaling pathway in response to oxidative stress,8/742,15/1817,0.533333333,1.306019766,0.988492453,0.232451797,0.612133666,0.547949589,P63244/P23246/Q12931/P07237/Q9NR28/P62937/P09874/Q15233,8
